email_text,label
"Estimado María, sus resultados de electrocardiograma están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
¡DINERO FÁCIL! un fondo de inversión privado con retornos del 500% Ganancias garantizadas ¡Comience inmediatamente!,spam
¡DINERO RÁPIDO! préstamo rápido Decisión rápida Sin interrogatorios ¡Comience mañana!,spam
"Hola Patricia, le recordamos su próxima consulta de cardiología 15 de marzo Por favor llegue 30 minutos antes para completar la documentación.",ham
¡INVERSIÓN GARANTIZADA! criptomonedas con 1000% de retorno Riesgo mínimo garantizado ¡Invierta ahora!,spam
¡DINERO FÁCIL! un negocio online con retornos del 500% Ganancias garantizadas ¡Comience inmediatamente!,spam
¡OFERTA RELÁMPAGO! PlayStation 5 gratis solo paga el envío ¡Llame al 555-0123! Email: gratis@empresa.com,spam
¡INCREÍBLE OFERTA! iPad Pro con 90% de descuento ¡Oferta limitada! ¡Compre ahora!,spam
"Hola Luis, su cita médica con Dr. García está programada para 22 de abril a las 9:00 AM Traiga sus estudios médicos previos.",ham
"Hola Cliente, su tío falleció recientemente heredándole $2,800,000 Debemos transferir los fondos Contáctenos inmediatamente.",spam
"Estimado David, sus resultados de electrocardiograma están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
"Hola Mónica, hemos actualizado su configuración de seguridad con configuraciones optimizadas Puede personalizar su cuenta según sus necesidades.",ham
¡INVERSIÓN GARANTIZADA! bienes raíces con 1000% de retorno Inversión segura ¡Comience hoy!,spam
"Hola Pedro, las calificaciones de matemáticas están disponibles Puede consultarlas en el portal estudiantil La fecha límite es el próximo viernes.",ham
¡ALERTA DE OFERTA! iPhone 15 Pro con 90% de descuento ¡Solo quedan 5 unidades! ¡Ordene ya!,spam
¡VIAJE INCREÍBLE! un viaje increíble por solo $199 ¡Descuentos increíbles! ¡No se lo pierda!,spam
¡ALERTA DE OFERTA! iPhone 15 Pro con 90% de descuento ¡Stock limitado! ¡Ordene ya!,spam
"Hola Alejandro, le comunico que el proceso de verificación ha finalizado Si tiene alguna pregunta, no dude en contactarnos.",ham
"Estimado cliente, su cuenta de PayPal ha sido bloqueada por seguridad Confirme sus datos urgentemente. Visite: http://bit.ly/secure-login",spam
"Hola Señor, detectamos un intento de acceso no autorizado en su tarjeta de crédito Confirme sus datos personales. Verifique aquí: http://bit.ly/secure-verify",spam
"Estimado Miguel, la reunión de padres para el estudiante será el 15 de marzo a las 2:00 PM Discutiremos el progreso académico y las áreas de mejora.",ham
"Hola David, hemos actualizado su preferencias de notificación con nuevas opciones de personalización Puede personalizar su cuenta según sus necesidades.",ham
"¡OPORTUNIDAD DE TRABAJO! asistente virtual con salario de $5,000 mensuales Sin experiencia necesaria ¡Envíe su CV ahora!",spam
"¡EMPLEO URGENTE! trabajo remoto con salario de $10,000 mensuales Solo envíe su información WhatsApp: +1-555-0123",spam
"Hola Jorge, le recordamos su próxima consulta de ortopedia 22 de abril Por favor llegue 30 minutos antes para completar la documentación.",ham
"Hola Laura, el proyecto análisis de datos requiere su revisión La fecha límite es el próximo viernes.",ham
"¡FELICIDADES! Ha ganado un viaje a Disney World valorado en $5,000 Para reclamar su premio debe responder en las próximas 24 horas.",spam
"Hola Elena, confirmamos la reunión programada para el viernes a las 9:00 AM en nuestras oficinas principales Discutiremos el progreso académico y las áreas de mejora.",ham
¡OFERTA DE VIAJE! una escapada de fin de semana con 80% de descuento ¡Solo por hoy! ¡Reserve por teléfono!,spam
"Hola Elena, confirmamos la reunión programada para el viernes a las 9:00 AM en la sala de conferencias Discutiremos el progreso académico y las áreas de mejora.",ham
¡INVERSIÓN GARANTIZADA! bienes raíces con 500% de retorno Sin pérdidas posibles ¡Invierta ahora!,spam
"Hola Patricia, su cita médica con Dr. Rodríguez está programada para 22 de abril a las 9:00 AM Por favor ayune 8 horas antes de la cita.",ham
"Hola Elena, el proyecto desarrollo del sitio web está en la fase final La fecha límite es el próximo viernes.",ham
"Hola Laura, le recordamos su próxima consulta de dermatología 10 de mayo Por favor llegue 30 minutos antes para completar la documentación.",ham
"Estimado cliente, le informamos que su cuenta de ahorros está en proceso de activación Se realizará en el auditorio principal a las 6:00 PM.",ham
¡DINERO FÁCIL! un negocio online con ganancias del 1000% Inversión 100% segura ¡Invierta hoy mismo!,spam
"Estimado Señor, hemos encontrado documentos que lo conectan con una familia adinerada que le ha dejado una herencia de $3,500,000 Este proceso es urgente y debe completarse en 48 horas. Envíe su información personal.",spam
"Hola Carlos, espero que estés bien. quisiera comentarle que el documento solicitado está listo Gracias por su paciencia y confianza.",ham
"Hola Patricia, su cita médica con Dra. Martínez está programada para 10 de mayo a las 10:00 AM Traiga sus estudios médicos previos.",ham
"¡TRABAJO DESDE CASA! encuestas en línea ganando $5,000 mensuales Entrenamiento incluido ¡Trabaje desde ya!",spam
¡SOLUCIÓN DEFINITIVA! la solución definitiva Beneficios asegurados ¡Solo por hoy! ¡No espere más!,spam
"Estimado Elena, su servicio de internet de alta velocidad ha sido mejorado con nuevas funciones Incluye mayor velocidad de descarga y mejor cobertura.",ham
"Hola Patricia, confirmamos la reunión programada para mañana a las 10:00 AM en nuestras oficinas principales Discutiremos el progreso académico y las áreas de mejora.",ham
¡OFERTA RELÁMPAGO! AirPods Pro gratis con su primera compra ¡Responda este email! Teléfono: 555-0123,spam
¡OPORTUNIDAD DE INVERSIÓN! un nuevo fondo de inversión con beneficios seguros Ganancias inmediatas ¡Actúe ahora!,spam
"Hola Lucía, le comunico que su cuenta ha sido actualizada correctamente Gracias por su paciencia y confianza.",ham
¡SOLUCIÓN DEFINITIVA! que resuelve todo Beneficios asegurados ¡Última oportunidad! ¡Compre ahora!,spam
"Estimado Mónica, su curso de programación avanzada comenzará el 10 de mayo Martes y jueves de 7:00 PM a 9:00 PM Los materiales del curso estarán disponibles en la plataforma virtual.",ham
"Hola Sofia, su pedido #PED-2024-156 ha sido confirmado y será entregado en 3-5 días hábiles Puede rastrear su pedido en nuestro sitio web.",ham
"Hola Pedro, le enviamos este recordatorio sobre su próxima revisión médica El proceso debe completarse antes del fin de mes.",ham
"Estimado Roberto, su solicitud de cambio de horario ha sido en revisión Le notificaremos cuando esté lista.",ham
¡VIAJE INCREÍBLE! una aventura única por solo $299 ¡Descuentos increíbles! ¡Reserve inmediatamente!,spam
¡INCREÍBLE OFERTA! AirPods Pro con 70% de descuento ¡Solo por hoy! ¡Visite nuestro sitio!,spam
"Hola Sofia, las calificaciones de historia están disponibles Están publicadas en el sistema de calificaciones Todos los entregables están listos.",ham
¡SOLUCIÓN DEFINITIVA! para cualquier problema Efectos comprobados ¡Última oportunidad! ¡Actúe inmediatamente!,spam
¡VACACIONES GRATIS! a Cancún con comidas incluidas ¡Últimas horas! ¡No espere más!,spam
"Hola María, su cuenta bancaria con fecha de vencimiento aprobada Le notificaremos cuando esté lista.",ham
¡VACACIONES GRATIS! a Disney World con vuelos y hotel ¡Últimas horas! ¡Reserve ahora!,spam
"Estimado Carmen, su informe sobre ventas del primer trimestre ha sido completado y enviado Se han incluido todas las recomendaciones solicitadas.",ham
"Estimado Mónica, su suscripción a plan de datos ha sido actualizada con nuevos beneficios Su próxima facturación será el próximo mes.",ham
"Estimado Estimado, hemos encontrado una herencia a su nombre de $5,000,000 ¡Últimas unidades! Responda este email para más detalles.",spam
"Estimado Laura, sus resultados de electrocardiograma están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Recibirá la confirmación oficial en los próximos días.",ham
¡DINERO FÁCIL! un fondo de inversión privado con ganancias del 1000% Inversión 100% segura ¡No pierda esta oportunidad!,spam
"Estimado Amigo, su cuenta de email ha sido infiltrada por malware Verifique su cuenta inmediatamente. Verifique en: http://bit.ly/account-secure",spam
"Estimado Laura, sus resultados de electrocardiograma están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
"¡EXCELENTES NOTICIAS! Usted es el ganador de un regalo exclusivo valorado en $3,500 Complete el formulario adjunto.",spam
"Estimado Miguel, sus resultados de análisis de sangre están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
"Hola Alejandro, me complace informarle que su cuenta ha sido actualizada correctamente Estamos a su disposición para cualquier consulta.",ham
¡ALERTA DE OFERTA! MacBook Air con 80% de descuento ¡Stock limitado! ¡No se lo pierda!,spam
¡ALERTA DE OFERTA! PlayStation 5 con 95% de descuento ¡Stock limitado! ¡Compre inmediatamente!,spam
"Hola Luis, la reunión de revisión de proyecto se realizará el 10 de mayo a las 9:00 AM Por favor ayune 8 horas antes de la cita.",ham
"Estimado Lucía, su suscripción a servicio premium ha sido extendida por 12 meses más Su próxima facturación será el próximo mes.",ham
"Estimado Juan, hemos recibido su compra de el libro solicitado y hemos procesado su pago exitosamente Puede elegir envío express por un costo adicional.",ham
"Estimado Carlos, su cita está confirmada para el lunes a las 4:00 PM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Hola Isabel, le recordamos que tiene una cita médica mañana La fecha límite es el próximo viernes. Por favor confirme su asistencia.",ham
¡DINERO RÁPIDO! dinero urgente Decisión rápida Proceso directo ¡Envíe su CV ahora!,spam
¡INCREÍBLE OFERTA! iPad Pro con 85% de descuento ¡Últimas unidades! ¡Visite nuestro sitio!,spam
"Estimado Isabel, su suscripción a plan de datos ha sido actualizada con nuevos beneficios Su próxima facturación será el próximo mes.",ham
"¡FELICIDADES! Ha ganado un viaje a Disney World valorado en $5,000 Para obtener su obsequio tiene hasta mañana para reclamar.",spam
¡INCREÍBLE OFERTA! AirPods Pro con 70% de descuento ¡Solo por hoy! ¡Ordene ya!,spam
¡DESCUBRIMIENTO INCREÍBLE! un descubrimiento científico Cambiará su vida para siempre ¡Precio especial solo por hoy! ¡Ordene inmediatamente!,spam
"Hola Elena, tengo el gusto de informarle que el documento solicitado está listo Si tiene alguna pregunta, no dude en contactarnos.",ham
¡OFERTA ESPECIAL! iPhone 15 Pro gratis con su primera compra ¡No pierda esta oportunidad! WhatsApp: +1-555-0123,spam
"Hola David, espero que estés bien. me dirijo a usted para su cuenta ha sido actualizada correctamente Si tiene alguna pregunta, no dude en contactarnos.",ham
¡VIAJE INCREÍBLE! un viaje increíble por solo $199 ¡Oferta de último minuto! ¡No se lo pierda!,spam
"Hola Sofia, hemos actualizado su perfil de usuario con nuevas opciones de personalización Estas mejoras harán su experiencia más fluida y segura.",ham
"Hola Lucía, le enviamos este recordatorio sobre la renovación de su seguro La cita está programada para el próximo martes.",ham
"Estimado Laura, sus resultados de análisis de sangre están listos Puede recogerlos en nuestro laboratorio de lunes a viernes de 8:00 AM a 6:00 PM. Le notificaremos cuando esté lista.",ham
¡NO PIERDA ESTA OPORTUNIDAD! iPad Pro por solo $199 ¡Últimas horas! ¡No espere más!,spam
"Estimado Carmen, su solicitud de cambio de horario ha sido aprobada Le notificaremos cuando esté lista.",ham
"Estimado Alejandro, hemos recibido su compra de los artículos de oficina y está siendo preparado para envío El envío estándar toma 5-7 días hábiles.",ham
¡PRÉSTAMO GARANTIZADO! crédito hipotecario Sin complicaciones Sin documentos requeridos ¡Reciba su préstamo mañana!,spam
"¡EMPLEO URGENTE! trabajo remoto ganando $15,000 por mes Proceso simple de aplicación WhatsApp: +1-555-0123",spam
"Hola Estimado, un familiar desconocido ha fallecido con una fortuna de $4,200,000 Requiere su autorización Contáctenos inmediatamente.",spam
"Hola Juan, le recordamos que tiene una cita médica mañana Todos los entregables están listos. Por favor confirme su asistencia.",ham
¡PRÉSTAMO GARANTIZADO! préstamo personal Aprobación garantizada Proceso rápido ¡Reciba su préstamo mañana!,spam
¡PRODUCTO MILAGROSO! píldora para bajar de peso Resultados en 7 días ¡Stock limitado! ¡Compre ahora!,spam
¡OPORTUNIDAD DE INVERSIÓN! un nuevo fondo de inversión con ganancias garantizadas Fortuna en poco tiempo ¡No espere más!,spam
¡PRODUCTO MILAGROSO! suplemento milagroso Efectos inmediatos ¡Stock limitado! ¡Compre ahora!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de un premio especial con un valor de $8,000 Complete el formulario adjunto.",spam
¡OPORTUNIDAD DE INVERSIÓN! una oportunidad única con retornos asegurados Fortuna en poco tiempo ¡No espere más!,spam
"Hola Isabel, su reserva para consulta médica está confirmada Se realizará en el auditorio principal a las 6:00 PM. Nuestro equipo estará disponible para asistirle.",ham
"¡CRÉDITO INMEDIATO! $100,000 sin requisitos Sin historial crediticio requerido ¡Aplique aquí!",spam
¡DESCUBRIMIENTO INCREÍBLE! una tecnología innovadora Transformará su existencia ¡Oferta especial por tiempo limitado! ¡Compre ahora mismo!,spam
"Estimado Carmen, la reunión de padres para su hijo Carlos será el 10 de mayo a las 9:00 AM Discutiremos el progreso académico y las áreas de mejora.",ham
"Estimado Señora, hemos encontrado una herencia a su nombre de $5,000,000 ¡Oferta limitada! Responda este email para más detalles.",spam
"Estimado Ana, hemos recibido su compra de los artículos de oficina y hemos procesado su pago exitosamente Puede elegir envío express por un costo adicional.",ham
"Estimado Isabel, su suscripción a plan de datos ha sido extendida por 12 meses más Los nuevos términos y condiciones están disponibles en nuestro sitio web.",ham
¡VIAJE INCREÍBLE! unas vacaciones de ensueño por solo $99 ¡Precios especiales! ¡No se lo pierda!,spam
"Estimado Sofia, hemos recibido su consulta sobre el estado de su cuenta y le informamos que todo está en orden.",ham
"Hola Ana, la reunión de revisión de proyecto se realizará el 10 de mayo a las 2:00 PM Traiga sus estudios médicos previos.",ham
"Hola Isabel, el proyecto análisis de datos ha sido completado exitosamente Todos los entregables están listos.",ham
"Hola Señor, su primo lejano ha muerto heredándole $2,800,000 Debemos transferir los fondos Contáctenos inmediatamente.",spam
"Hola Carlos, su cita médica con Dr. García está programada para 10 de mayo a las 9:00 AM Por favor ayune 8 horas antes de la cita.",ham
"Estimado Laura, su informe sobre ventas del primer trimestre ha sido en proceso de finalización Se han incluido todas las recomendaciones solicitadas.",ham
"Estimado cliente, su cuenta de Netflix ha sido bloqueada por seguridad Confirme sus datos urgentemente. Visite: http://bit.ly/secure-login",spam
¡INVERSIÓN GARANTIZADA! bienes raíces con 1000% de retorno Inversión segura ¡Invierta ahora!,spam
¡VACACIONES GRATIS! a Europa con comidas incluidas ¡Oferta por tiempo limitado! ¡Reserve ahora!,spam
"Estimado Alejandro, su curso de gestión de proyectos comenzará el 15 de marzo Lunes y miércoles de 6:00 PM a 8:00 PM Los materiales del curso estarán disponibles en la plataforma virtual.",ham
"Estimado Cliente, hemos encontrado documentos que lo conectan con una familia adinerada con una fortuna de $2,100,000 Los fondos expiran en 72 horas. Proporcione sus datos bancarios para la transferencia.",spam
"¡CRÉDITO INMEDIATO! $100,000 sin requisitos Sin historial crediticio requerido ¡Solicite ahora!",spam
¡NO PIERDA ESTA OPORTUNIDAD! AirPods Pro por solo $199 ¡Oferta por tiempo limitado! ¡Ordene inmediatamente!,spam
¡INCREÍBLE OFERTA! AirPods Pro con 90% de descuento ¡Solo por hoy! ¡Ordene ya!,spam
"Estimado Usuario, hemos encontrado una herencia a su nombre de $5,000,000 ¡Oferta limitada! Contáctenos al 555-0123 para reclamar.",spam
"Buenos días Mónica, tengo el gusto de informarle que su cuenta ha sido actualizada correctamente Si tiene alguna pregunta, no dude en contactarnos.",ham
¡INCREÍBLE OFERTA! PlayStation 5 con 75% de descuento ¡Solo por hoy! ¡Llame al 555-0123!,spam
"Estimado Cliente, un familiar lejano le ha dejado una fortuna de $2,500,000 ¡Solo por hoy! Responda este email para más detalles.",spam
"Hola Ana, hemos actualizado su perfil de usuario con nuevas opciones de personalización Puede personalizar su cuenta según sus necesidades.",ham
"Hola Roberto, le escribo para su solicitud ha sido procesada exitosamente Si tiene alguna pregunta, no dude en contactarnos.",ham
"Hola Carlos, el proyecto desarrollo del sitio web está en la fase final La fecha límite es el próximo viernes.",ham
"Estimado Carmen, su cita está confirmada para el jueves a las 11:00 AM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Estimado Mónica, le comunico que su perfil ha sido actualizado con éxito Si tiene alguna pregunta, no dude en contactarnos.",ham
"Estimado Señora, un familiar lejano le ha dejado una fortuna de $5,000,000 ¡Últimas unidades! Contáctenos al 555-0123 para reclamar.",spam
¡NO PIERDA ESTA OPORTUNIDAD! Samsung Galaxy por solo $299 ¡Solo hasta medianoche! ¡Ordene inmediatamente!,spam
"¡EMPLEO URGENTE! trabajo remoto con salario de $10,000 mensuales Proceso simple de aplicación Email: trabajo@empresa.com",spam
"Estimado Miguel, hemos recibido su consulta sobre la activación de su tarjeta y le informamos que todo está en orden.",ham
¡NO PIERDA ESTA OPORTUNIDAD! AirPods Pro por solo $499 ¡Oferta por tiempo limitado! ¡Compre ahora!,spam
¡NO PIERDA ESTA OPORTUNIDAD! iPhone 15 Pro por solo $199 ¡Solo hasta medianoche! ¡No espere más!,spam
"¡OPORTUNIDAD DE TRABAJO! gerente de ventas con salario de $8,000 mensuales Trabajo desde casa ¡Envíe su CV ahora!",spam
¡INVERSIÓN GARANTIZADA! bienes raíces con 500% de retorno Riesgo mínimo garantizado ¡Comience hoy!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de una recompensa única que incluye $2,000 en efectivo Envíe sus datos personales para recibir su premio.",spam
"Hola Señor, su primo lejano ha muerto dejándole $1,500,000 Debemos transferir los fondos Contáctenos inmediatamente.",spam
"Estimado María, hemos recibido su consulta sobre el estado de su cuenta y le informamos que todo está en orden.",ham
¡OFERTA RELÁMPAGO! iPhone 15 Pro gratis con su primera compra ¡Responda este email! WhatsApp: +1-555-0123,spam
"Hola María, le enviamos este recordatorio sobre su próxima revisión médica El proceso debe completarse antes del fin de mes.",ham
"Hola Mónica, espero que estés bien. le escribo para su solicitud ha sido procesada exitosamente Si tiene alguna pregunta, no dude en contactarnos.",ham
"Estimado cliente, su cuenta bancaria ha sido suspendida por actividad sospechosa Confirme sus datos urgentemente. Visite: http://bit.ly/secure-login",spam
"Hola Jorge, le recordamos que su pago mensual vence el próximo viernes La fecha límite es el próximo viernes. Por favor confirme su asistencia.",ham
"Hola Jorge, hemos actualizado su configuración de seguridad con configuraciones optimizadas Estas mejoras harán su experiencia más fluida y segura.",ham
¡VACACIONES GRATIS! a Cancún con comidas incluidas ¡Oferta por tiempo limitado! ¡No espere más!,spam
¡ALERTA DE OFERTA! AirPods Pro con 80% de descuento ¡Últimas piezas! ¡No se lo pierda!,spam
"¡EXCELENTES NOTICIAS! Usted es el ganador de una recompensa única con un valor de $8,000 Complete el formulario adjunto.",spam
"Estimado cliente, le informamos que su préstamo personal está en proceso de activación Se realizará en el auditorio principal a las 6:00 PM.",ham
"¡CONGRATULACIONES! Ha sido seleccionado para recibir una recompensa especial Para recibir, proporcione sus datos personales. ¡Actúe ahora!",spam
"Estimado David, tengo el gusto de informarle que hemos completado la revisión de su caso Si tiene alguna pregunta, no dude en contactarnos.",ham
"Estimado Elena, su cita está confirmada para mañana a las 3:00 PM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Hola Isabel, le enviamos este recordatorio sobre la renovación de su seguro La cita está programada para el próximo martes.",ham
"Estimado Pedro, hemos recibido su consulta sobre la activación de su tarjeta y confirmamos que ha sido completado exitosamente.",ham
¡SOLUCIÓN DEFINITIVA! la solución definitiva Beneficios asegurados ¡Última oportunidad! ¡No espere más!,spam
"Estimado Usuario, un familiar lejano le ha dejado una fortuna de $2,500,000 ¡Últimas unidades! Contáctenos al 555-0123 para reclamar.",spam
"Estimado Carmen, su servicio de internet de alta velocidad ha sido optimizado para mejor rendimiento Incluye mayor velocidad de descarga y mejor cobertura.",ham
"Estimado cliente, su cuenta de PayPal ha sido bloqueada por seguridad Debe verificar su identidad inmediatamente. Visite: http://bit.ly/secure-login",spam
¡DINERO RÁPIDO! crédito inmediato Respuesta inmediata Proceso directo ¡Envíe su CV ahora!,spam
"Estimado Carmen, su solicitud de cambio de horario ha sido pendiente de documentación Recibirá la confirmación oficial en los próximos días.",ham
"Estimado María, su cita está confirmada para mañana a las 3:00 PM Todos los documentos deben estar completos. Si necesita reprogramar, contáctenos con al menos 24 horas de anticipación.",ham
"Hola Carmen, le enviamos este recordatorio sobre su próxima revisión médica La cita está programada para el próximo martes.",ham
